seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	42277509	42277851	343	*	X18106	56970	42269173	42275529	6357	-	1979	upstream	1979	ATXN7L3
chr17	42299239	42299388	150	*	X18114	7343	42282401	42298994	16594	-	244	upstream	244	UBTF
chr17	42384904	42385008	105	*	X18115	10900	42385927	42396038	10112	+	918	upstream	918	RUNDC3A
chr17	42385564	42385683	120	*	X18116	10900	42385927	42396038	10112	+	243	upstream	243	RUNDC3A
chr17	42386119	42386253	135	*	X18117	10900	42385927	42396038	10112	+	0	inside	191	RUNDC3A
chr17	42404049	42404123	75	*	X18129	51629	42396993	42402217	5225	-	1831	upstream	1831	SLC25A39
chr17	42441053	42441352	300	*	X18140	284069	42431101	42441235	10135	-	0	overlapStart	0	FAM171A2
chr17	42580745	42580819	75	*	X18146	23131	42472645	42580957	108313	-	0	inside	137	GPATCH8
chr17	42633711	42633815	105	*	X18156	2535	42634812	42638630	3819	+	996	upstream	996	FZD2
chr17	42634643	42634852	210	*	X18157	2535	42634812	42638630	3819	+	0	overlapStart	0	FZD2
chr17	42634988	42635001	14	*	X18158	2535	42634812	42638630	3819	+	0	inside	175	FZD2
chr17	42635061	42635107	47	*	X18159	2535	42634812	42638630	3819	+	0	inside	248	FZD2
chr17	42733680	42733949	270	*	X18162	284071	42733762	42755658	21897	+	0	overlapStart	0	MEIOC
chr17	42767715	42767774	60	*	X18164	124808	42754805	42767165	12361	-	549	upstream	549	CCDC43
chr17	42836222	42836332	111	*	X18165	4185	42836568	42859214	22647	+	235	upstream	235	ADAM11
chr17	42836530	42836551	22	*	X18166	4185	42836568	42859214	22647	+	16	upstream	16	ADAM11
chr17	43025017	43025121	105	*	X18176	146909	43002079	43025079	23001	-	0	overlapStart	0	KIF18B
chr17	43045690	43045732	43	*	X18182	10882	43037061	43045644	8584	-	45	upstream	45	C1QL1
chr17	43045929	43046078	150	*	X18183	10882	43037061	43045644	8584	-	284	upstream	284	C1QL1
chr17	43046124	43046303	180	*	X18184	10882	43037061	43045644	8584	-	479	upstream	479	C1QL1
chr17	43209897	43210031	135	*	X18194	79777	43209967	43221543	11577	+	0	overlapStart	0	ACBD4
chr17	43209897	43210031	135	*	X18194	113026	43189008	43209891	20884	-	5	upstream	5	PLCD3
chr17	43210107	43210211	105	*	X18195	79777	43209967	43221543	11577	+	0	inside	139	ACBD4
chr17	43210107	43210211	105	*	X18195	113026	43189008	43209891	20884	-	215	upstream	215	PLCD3
chr17	43210317	43210421	105	*	X18196	113026	43189008	43209891	20884	-	425	upstream	425	PLCD3
chr17	43224481	43224585	105	*	X18201	10614	43224684	43229468	4785	+	98	upstream	98	HEXIM1
chr17	43224826	43224930	105	*	X18202	10614	43224684	43229468	4785	+	0	inside	141	HEXIM1
chr17	43238311	43238415	105	*	X18206	124790	43238264	43247406	9143	+	0	inside	46	HEXIM2
chr17	43298992	43299141	150	*	X18214	752	43299292	43324686	25395	+	150	upstream	150	FMNL1
chr17	43299187	43299396	210	*	X18215	752	43299292	43324686	25395	+	0	overlapStart	0	FMNL1
chr17	43324410	43324559	150	*	X18222	100133991	43325303	43345997	20695	+	743	upstream	743	MAP3K14-AS1
chr17	43324875	43325009	135	*	X18223	100133991	43325303	43345997	20695	+	293	upstream	293	MAP3K14-AS1
chr17	43325460	43325551	92	*	X18224	100133991	43325303	43345997	20695	+	0	inside	156	MAP3K14-AS1
chr17	43339217	43339336	120	*	X18228	124783	43331760	43339479	7720	-	0	inside	142	SPATA32
chr17	43394220	43394354	135	*	X18229	9020	43340488	43394414	53927	-	0	inside	59	MAP3K14
chr17	43395244	43395363	120	*	X18230	9020	43340488	43394414	53927	-	829	upstream	829	MAP3K14
chr17	44928731	44929195	465	*	X18280	7484	44928968	44964096	35129	+	0	overlapStart	0	WNT9B
chr17	44999661	44999795	135	*	X18282	9570	45000486	45104994	104509	+	690	upstream	690	GOSR2
chr17	45330422	45330571	150	*	X18288	3690	45331208	45421658	90451	+	636	upstream	636	ITGB3
chr17	45331056	45331160	105	*	X18289	3690	45331208	45421658	90451	+	47	upstream	47	ITGB3
chr17	45400154	45400272	119	*	X18292	124989	45401142	45518677	117536	+	869	upstream	869	EFCAB13
chr17	45726619	45726738	120	*	X18300	3837	45727204	45761004	33801	+	465	upstream	465	KPNB1
chr17	45726784	45726873	90	*	X18301	3837	45727204	45761004	33801	+	330	upstream	330	KPNB1
chr17	45726949	45727083	135	*	X18302	3837	45727204	45761004	33801	+	120	upstream	120	KPNB1
chr17	45727204	45727383	180	*	X18303	3837	45727204	45761004	33801	+	0	inside	0	KPNB1
chr17	45727444	45727563	120	*	X18304	3837	45727204	45761004	33801	+	0	inside	239	KPNB1
chr17	45771346	45771450	105	*	X18308	9755	45772630	45789429	16800	+	1179	upstream	1179	TBKBP1
chr17	45771469	45771753	285	*	X18309	9755	45772630	45789429	16800	+	876	upstream	876	TBKBP1
chr17	45771799	45771903	105	*	X18310	9755	45772630	45789429	16800	+	726	upstream	726	TBKBP1
chr17	45772039	45772353	315	*	X18311	9755	45772630	45789429	16800	+	276	upstream	276	TBKBP1
chr17	45810490	45810624	135	*	X18316	30009	45810610	45823485	12876	+	0	overlapStart	0	TBX21
chr17	45899132	45899236	105	*	X18320	114881	45884733	45899147	14415	-	0	overlapStart	0	OSBPL7
chr17	45899387	45899491	105	*	X18321	114881	45884733	45899147	14415	-	239	upstream	239	OSBPL7
chr17	45909032	45909136	105	*	X18322	90506	45908993	45915079	6087	+	0	inside	38	LRRC46
chr17	45909032	45909136	105	*	X18322	124995	45900638	45908907	8270	-	124	upstream	124	MRPL10
chr17	45918287	45918526	240	*	X18323	90507	45915047	45918699	3653	-	0	inside	172	SCRN2
chr17	45973786	45973950	165	*	X18331	6668	45973516	46006323	32808	+	0	inside	269	SP2
chr17	46114926	46115071	146	*	X18348	406943	46114527	46114613	87	-	312	upstream	312	MIR152
chr17	46114926	46115071	146	*	X18348	51226	46103533	46115152	11620	-	0	inside	80	COPZ2
chr17	46115101	46115315	215	*	X18349	406943	46114527	46114613	87	-	487	upstream	487	MIR152
chr17	46115101	46115315	215	*	X18349	51226	46103533	46115152	11620	-	0	overlapStart	0	COPZ2
chr17	46125671	46125805	135	*	X18350	4779	46125686	46138907	13222	+	0	overlapStart	0	NFE2L1
chr17	46125851	46126315	465	*	X18351	4779	46125686	46138907	13222	+	0	inside	164	NFE2L1
chr17	46185200	46185304	105	*	X18362	29916	46184911	46200105	15195	+	0	inside	288	SNX11
chr17	46507478	46507567	90	*	X18364	8631	46210802	46507594	296793	-	0	inside	26	SKAP1
chr17	46507613	46507762	150	*	X18365	8631	46210802	46507594	296793	-	18	upstream	18	SKAP1
chr17	46608424	46608483	60	*	X18372	3211	46606807	46608272	1466	-	151	upstream	151	HOXB1
chr17	46608919	46609038	120	*	X18373	3211	46606807	46608272	1466	-	646	upstream	646	HOXB1
chr17	46621134	46621253	120	*	X18375	100874362	46621713	46628603	6891	+	459	upstream	459	HOXB-AS1
chr17	46621314	46621418	105	*	X18376	100874362	46621713	46628603	6891	+	294	upstream	294	HOXB-AS1
chr17	46621976	46622095	120	*	X18377	100874362	46621713	46628603	6891	+	0	inside	262	HOXB-AS1
chr17	46621976	46622095	120	*	X18377	3212	46620019	46622393	2375	-	0	inside	297	HOXB2
chr17	46622276	46622455	180	*	X18378	3212	46620019	46622393	2375	-	0	overlapStart	0	HOXB2
chr17	46623821	46623970	150	*	X18379	3212	46620019	46622393	2375	-	1427	upstream	1427	HOXB2
chr17	46624121	46624255	135	*	X18380	3212	46620019	46622393	2375	-	1727	upstream	1727	HOXB2
chr17	46655504	46655525	22	*	X18398	3214	46652869	46655743	2875	-	0	inside	217	HOXB4
chr17	46655788	46655937	150	*	X18399	3214	46652869	46655743	2875	-	44	upstream	44	HOXB4
chr17	46656276	46656410	135	*	X18400	3214	46652869	46655743	2875	-	532	upstream	532	HOXB4
chr17	46658946	46658952	7	*	X18401	406902	46657200	46657309	110	-	1636	upstream	1636	MIR10A
chr17	46659118	46659222	105	*	X18402	406902	46657200	46657309	110	-	1808	upstream	1808	MIR10A
chr17	46667308	46667442	135	*	X18405	404266	46667823	46683774	15952	+	380	upstream	380	HOXB-AS3
chr17	46667308	46667442	135	*	X18405	3213	46626232	46667631	41400	-	0	inside	188	HOXB3
chr17	46671171	46671275	105	*	X18406	3215	46668619	46671103	2485	-	67	upstream	67	HOXB5
chr17	46688733	46688852	120	*	X18415	3217	46684595	46688383	3789	-	349	upstream	349	HOXB7
chr17	46689033	46689106	74	*	X18416	3217	46684595	46688383	3789	-	649	upstream	649	HOXB7
chr17	46689456	46689605	150	*	X18417	3217	46684595	46688383	3789	-	1072	upstream	1072	HOXB7
chr17	46689973	46690097	125	*	X18418	3217	46684595	46688383	3789	-	1589	upstream	1589	HOXB7
chr17	46690218	46690306	89	*	X18419	3217	46684595	46688383	3789	-	1834	upstream	1834	HOXB7
chr17	46703654	46703729	76	*	X18426	3219	46698519	46703835	5317	-	0	inside	105	HOXB9
chr17	46703799	46703803	5	*	X18427	3219	46698519	46703835	5317	-	0	inside	31	HOXB9
chr17	46704138	46704257	120	*	X18428	3219	46698519	46703835	5317	-	302	upstream	302	HOXB9
chr17	46800137	46800256	120	*	X18435	360205	46800542	46802119	1578	+	285	upstream	285	PRAC2
chr17	46800137	46800256	120	*	X18435	84366	46799082	46799882	801	-	254	upstream	254	PRAC1
chr17	46800302	46800391	90	*	X18436	360205	46800542	46802119	1578	+	150	upstream	150	PRAC2
chr17	46800302	46800391	90	*	X18436	84366	46799082	46799882	801	-	419	upstream	419	PRAC1
chr17	46800722	46800946	225	*	X18437	360205	46800542	46802119	1578	+	0	inside	179	PRAC2
chr17	46800722	46800946	225	*	X18437	84366	46799082	46799882	801	-	839	upstream	839	PRAC1
chr17	46802942	46803046	105	*	X18438	100422978	46801770	46801837	68	-	1104	upstream	1104	MIR3185
chr17	46806437	46806556	120	*	X18439	10481	46802127	46806111	3985	-	325	upstream	325	HOXB13
chr17	46806587	46806721	135	*	X18440	10481	46802127	46806111	3985	-	475	upstream	475	HOXB13
chr17	46894059	46894298	240	*	X18443	284076	46839593	46894469	54877	-	0	inside	170	TTLL6
chr17	46894337	46894486	150	*	X18444	284076	46839593	46894469	54877	-	0	overlapStart	0	TTLL6
chr17	46895672	46895896	225	*	X18445	284076	46839593	46894469	54877	-	1202	upstream	1202	TTLL6
chr17	46970140	46970379	240	*	X18446	516	46970148	46973232	3085	+	0	overlapStart	0	ATP5MC1
chr17	46970395	46970544	150	*	X18447	516	46970148	46973232	3085	+	0	inside	246	ATP5MC1
chr17	47022034	47022093	60	*	X18453	11267	47007459	47022154	14696	-	0	inside	60	SNF8
chr17	47209974	47210093	120	*	X18466	124872	47209822	47247351	37530	+	0	inside	151	B4GALNT2
chr17	47287506	47287760	255	*	X18470	51225	47287589	47300587	12999	+	0	overlapStart	0	ABI3
chr17	47287506	47287760	255	*	X18470	2793	47283596	47287936	4341	-	0	inside	175	GNGT2
chr17	47288286	47288390	105	*	X18471	2793	47283596	47287936	4341	-	349	upstream	349	GNGT2
chr17	47307711	47307830	120	*	X18476	162466	47300732	47308128	7397	-	0	inside	297	PHOSPHO1
chr17	47308307	47308426	120	*	X18477	162466	47300732	47308128	7397	-	178	upstream	178	PHOSPHO1
chr17	47439579	47439713	135	*	X18482	22834	47366568	47439835	73268	-	0	inside	121	ZNF652
chr17	47572169	47572318	150	*	X18493	4804	47572655	47592382	19728	+	336	upstream	336	NGFR
chr17	47572529	47572596	68	*	X18494	4804	47572655	47592382	19728	+	58	upstream	58	NGFR
chr17	47572650	47572678	29	*	X18495	4804	47572655	47592382	19728	+	0	overlapStart	0	NGFR
chr17	47653393	47653542	150	*	X18504	11248	47653298	47661171	7874	+	0	inside	94	NXPH3
chr17	47755161	47755295	135	*	X18509	8405	47676246	47755525	79280	-	0	inside	229	SPOP
chr17	48046594	48046743	150	*	X18527	1748	48046562	48052323	5762	+	0	inside	31	DLX4
chr17	48046748	48046867	120	*	X18528	1748	48046562	48052323	5762	+	0	inside	185	DLX4
chr17	48073700	48073803	104	*	X18538	1747	48067369	48072588	5220	-	1111	upstream	1111	DLX3
chr17	48074389	48074478	90	*	X18539	1747	48067369	48072588	5220	-	1800	upstream	1800	DLX3
chr17	48132629	48132733	105	*	X18543	3675	48133340	48167849	34510	+	606	upstream	606	ITGA3
chr17	48133364	48133498	135	*	X18544	3675	48133340	48167849	34510	+	0	inside	23	ITGA3
chr17	48133364	48133498	135	*	X18544	284080	48127713	48133103	5391	-	260	upstream	260	PICART1
chr17	48207013	48207207	195	*	X18552	201191	48188673	48207246	18574	-	0	inside	38	SAMD14
chr17	48207343	48207552	210	*	X18553	201191	48188673	48207246	18574	-	96	upstream	96	SAMD14
chr17	48207927	48208076	150	*	X18554	201191	48188673	48207246	18574	-	680	upstream	680	SAMD14
chr17	48208362	48208466	105	*	X18555	201191	48188673	48207246	18574	-	1115	upstream	1115	SAMD14
chr17	48227812	48227976	165	*	X18562	84687	48211101	48227877	16777	-	0	overlapStart	0	PPP1R9B
chr17	48228052	48228186	135	*	X18563	84687	48211101	48227877	16777	-	174	upstream	174	PPP1R9B
chr17	48228247	48228441	195	*	X18564	84687	48211101	48227877	16777	-	369	upstream	369	PPP1R9B
chr17	48228502	48228606	105	*	X18565	84687	48211101	48227877	16777	-	624	upstream	624	PPP1R9B
chr17	48228999	48229088	90	*	X18566	84687	48211101	48227877	16777	-	1121	upstream	1121	PPP1R9B
chr17	48229239	48229373	135	*	X18567	84687	48211101	48227877	16777	-	1361	upstream	1361	PPP1R9B
chr17	48229749	48229868	120	*	X18568	84687	48211101	48227877	16777	-	1871	upstream	1871	PPP1R9B
chr17	48279339	48279369	31	*	X18576	1277	48261457	48279000	17544	-	338	upstream	338	COL1A1
chr17	48347755	48347828	74	*	X18585	162461	48348767	48358846	10080	+	938	upstream	938	TMEM92
chr17	48422639	48422728	90	*	X18589	64132	48423393	48438512	15120	+	664	upstream	664	XYLT2
chr17	48449591	48449695	105	*	X18594	146956	48450581	48458820	8240	+	885	upstream	885	EME1
chr17	48474971	48475075	105	*	X18596	55379	48458594	48474914	16321	-	56	upstream	56	LRRC59
chr17	48475413	48475482	70	*	X18597	55379	48458594	48474914	16321	-	498	upstream	498	LRRC59
chr17	48503383	48503555	173	*	X18598	80221	48503519	48552200	48682	+	0	overlapStart	0	ACSF2
chr17	48546741	48546875	135	*	X18600	1101	48541853	48546227	4375	-	513	upstream	513	CHAD
chr17	48547167	48547194	28	*	X18601	1101	48541853	48546227	4375	-	939	upstream	939	CHAD
chr17	48585531	48585695	165	*	X18605	84073	48585745	48608862	23118	+	49	upstream	49	MYCBPAP
chr17	48609584	48609913	330	*	X18607	55040	48610048	48621111	11064	+	134	upstream	134	EPN3
chr17	48610311	48610550	240	*	X18608	55040	48610048	48621111	11064	+	0	inside	262	EPN3
chr17	48637394	48637528	135	*	X18610	8913	48638429	48704832	66404	+	900	upstream	900	CACNA1G
chr17	48637892	48637981	90	*	X18611	8913	48638429	48704832	66404	+	447	upstream	447	CACNA1G
chr17	48638199	48638443	245	*	X18612	8913	48638429	48704832	66404	+	0	overlapStart	0	CACNA1G
chr17	48639547	48639616	70	*	X18613	253962	48633568	48639469	5902	-	77	upstream	77	CACNA1G-AS1
chr17	48784980	48785069	90	*	X18617	91369	48770551	48785270	14720	-	0	inside	200	ANKRD40
chr17	48942416	48942535	120	*	X18620	400604	48944040	48945732	1693	+	1504	upstream	1504	TOB1-AS1
chr17	48942911	48943150	240	*	X18621	400604	48944040	48945732	1693	+	889	upstream	889	TOB1-AS1
chr17	48943676	48943840	165	*	X18622	400604	48944040	48945732	1693	+	199	upstream	199	TOB1-AS1
chr17	48944036	48944230	195	*	X18623	400604	48944040	48945732	1693	+	0	overlapStart	0	TOB1-AS1
chr17	48944246	48944335	90	*	X18624	400604	48944040	48945732	1693	+	0	inside	205	TOB1-AS1
chr17	48944951	48945055	105	*	X18627	10140	48939587	48945339	5753	-	0	inside	283	TOB1
chr17	48945371	48945475	105	*	X18628	10140	48939587	48945339	5753	-	31	upstream	31	TOB1
chr17	49198308	49198397	90	*	X18633	9043	49039535	49198226	158692	-	81	upstream	81	SPAG9
chr17	49198443	49198562	120	*	X18634	9043	49039535	49198226	158692	-	216	upstream	216	SPAG9
chr17	49243033	49243197	165	*	X18635	4831	49242796	49249105	6310	+	0	inside	236	NME2
chr17	49336614	49336748	135	*	X18637	51096	49337897	49375292	37396	+	1148	upstream	1148	UTP18
chr17	49337013	49337177	165	*	X18638	51096	49337897	49375292	37396	+	719	upstream	719	UTP18
chr17	49337334	49337453	120	*	X18639	51096	49337897	49375292	37396	+	443	upstream	443	UTP18
chr17	49337334	49337453	120	*	X18639	54799	49254786	49337514	82729	-	0	inside	60	MBTD1
chr17	49337733	49337852	120	*	X18640	51096	49337897	49375292	37396	+	44	upstream	44	UTP18
chr17	49337733	49337852	120	*	X18640	54799	49254786	49337514	82729	-	218	upstream	218	MBTD1
chr17	52978348	52978407	60	*	X18647	10040	52978052	53039328	61277	+	0	inside	295	TOM1L1
chr17	53044873	53045007	135	*	X18648	252983	53046126	53241449	195324	+	1118	upstream	1118	STXBP4
chr17	53045938	53046012	75	*	X18649	252983	53046126	53241449	195324	+	113	upstream	113	STXBP4
chr17	53045938	53046012	75	*	X18649	1353	53029259	53046064	16806	-	0	inside	51	COX11
chr17	53342405	53342539	135	*	X18650	3131	53342321	53402426	60106	+	0	inside	83	HLF
chr17	53499180	53499329	150	*	X18654	23531	53469974	53499341	29368	-	0	inside	11	MMD
chr17	53828183	53828317	135	*	X18657	58488	53828340	53854748	26409	+	22	upstream	22	PCTP
chr17	54670269	54670403	135	*	X18660	9241	54671060	54672951	1892	+	656	upstream	656	NOG
chr17	54670644	54670763	120	*	X18661	9241	54671060	54672951	1892	+	296	upstream	296	NOG
chr17	54670914	54671048	135	*	X18662	9241	54671060	54672951	1892	+	11	upstream	11	NOG
chr17	54911192	54911356	165	*	X18674	8526	54911460	54946036	34577	+	103	upstream	103	DGKE
chr17	54911192	54911356	165	*	X18674	339210	54869274	54911256	41983	-	0	overlapStart	0	C17orf67
chr17	54911899	54912003	105	*	X18675	339210	54869274	54911256	41983	-	642	upstream	642	C17orf67
chr17	54991444	54991473	30	*	X18677	7706	54965270	54991409	26140	-	34	upstream	34	TRIM25
chr17	54991487	54991561	75	*	X18678	7706	54965270	54991409	26140	-	77	upstream	77	TRIM25
chr17	55054516	55054605	90	*	X18680	59342	55055468	55084129	28662	+	862	upstream	862	SCPEP1
chr17	55055318	55055452	135	*	X18681	59342	55055468	55084129	28662	+	15	upstream	15	SCPEP1
chr17	55333466	55333570	105	*	X18684	124540	55333212	55757299	424088	+	0	inside	253	MSI2
chr17	55928883	55928949	67	*	X18706	51649	55916287	55927433	11147	-	1449	upstream	1449	MRPS23
chr17	55929055	55929063	9	*	X18707	51649	55916287	55927433	11147	-	1621	upstream	1621	MRPS23
chr17	56032806	56032985	180	*	X18713	404093	55938604	56032684	94081	-	121	upstream	121	CUEDC1
chr17	56065294	56065503	210	*	X18715	7716	56048910	56065615	16706	-	0	inside	111	VEZF1
chr17	56065766	56065900	135	*	X18716	7716	56048910	56065615	16706	-	150	upstream	150	VEZF1
chr17	56160490	56160624	135	*	X18719	140735	56160780	56167618	6839	+	155	upstream	155	DYNLL2
chr17	56160700	56160834	135	*	X18720	140735	56160780	56167618	6839	+	0	overlapStart	0	DYNLL2
chr17	56160851	56160910	60	*	X18721	140735	56160780	56167618	6839	+	0	inside	70	DYNLL2
chr17	56161031	56161135	105	*	X18722	140735	56160780	56167618	6839	+	0	inside	250	DYNLL2
chr17	56234167	56234286	120	*	X18727	55545	56234320	56236480	2161	+	33	upstream	33	MSX2P1
chr17	56400883	56401003	121	*	X18732	100506779	56402811	56431088	28278	+	1807	upstream	1807	TSPOAP1-AS1
chr17	56402039	56402143	105	*	X18733	100506779	56402811	56431088	28278	+	667	upstream	667	TSPOAP1-AS1
chr17	56429939	56430028	90	*	X18735	6827	56422536	56429599	7064	-	339	upstream	339	SUPT4H1
chr17	56494935	56495054	120	*	X18737	54894	56431038	56494931	63894	-	3	upstream	3	RNF43
chr17	56595205	56595384	180	*	X18741	9110	56566893	56595251	28359	-	0	overlapStart	0	MTMR4
chr17	56769591	56769599	9	*	X18745	5889	56769963	56811692	41730	+	363	upstream	363	RAD51C
chr17	56769591	56769599	9	*	X18745	56155	56634038	56769416	135379	-	174	upstream	174	TEX14
chr17	57230930	57231049	120	*	X18748	55771	57232860	57284070	51211	+	1810	upstream	1810	PRR11
chr17	57231665	57231739	75	*	X18749	55771	57232860	57284070	51211	+	1120	upstream	1120	PRR11
chr17	57231992	57232111	120	*	X18750	55771	57232860	57284070	51211	+	748	upstream	748	PRR11
chr17	57233270	57233389	120	*	X18751	348235	57187308	57232800	45493	-	469	upstream	469	SKA2
chr17	57408292	57408351	60	*	X18752	388403	57409053	57479095	70043	+	701	upstream	701	YPEL2
chr17	57408440	57408549	110	*	X18753	388403	57409053	57479095	70043	+	503	upstream	503	YPEL2
chr17	57408565	57408699	135	*	X18754	388403	57409053	57479095	70043	+	353	upstream	353	YPEL2
chr17	57408862	57408936	75	*	X18755	388403	57409053	57479095	70043	+	116	upstream	116	YPEL2
chr17	57642429	57642495	67	*	X18757	79665	57642886	57685713	42828	+	390	upstream	390	DHX40
chr17	57642826	57642930	105	*	X18758	79665	57642886	57685713	42828	+	0	overlapStart	0	DHX40
chr17	57695845	57695949	105	*	X18760	1213	57697050	57774317	77268	+	1100	upstream	1100	CLTC
chr17	57970710	57970919	210	*	X18764	51174	57936841	57970306	33466	-	403	upstream	403	TUBD1
chr17	58155992	58156111	120	*	X18765	63897	58120552	58156292	35741	-	0	inside	180	HEATR6
chr17	58156277	58156396	120	*	X18766	63897	58120552	58156292	35741	-	0	overlapStart	0	HEATR6
chr17	58226824	58226943	120	*	X18769	762	58227302	58248260	20959	+	358	upstream	358	CA4
chr17	58227153	58227317	165	*	X18770	762	58227302	58248260	20959	+	0	overlapStart	0	CA4
chr17	58469031	58469540	510	*	X18777	84669	58254691	58469586	214896	-	0	inside	45	USP32
chr17	58499286	58499390	105	*	X18778	124773	58499865	58508787	8923	+	474	upstream	474	C17orf64
chr17	58499903	58500108	206	*	X18779	124773	58499865	58508787	8923	+	0	inside	37	C17orf64
chr17	58755353	58755517	165	*	X18782	54828	58755172	59470199	715028	+	0	inside	180	BCAS3
chr17	59476983	59477142	160	*	X18787	6909	59477257	59486827	9571	+	114	upstream	114	TBX2
chr17	59487178	59487312	135	*	X18792	388407	59489112	59490641	1530	+	1799	upstream	1799	LINC02875
chr17	59487508	59487612	105	*	X18793	388407	59489112	59490641	1530	+	1499	upstream	1499	LINC02875
chr17	59488363	59488587	225	*	X18794	388407	59489112	59490641	1530	+	524	upstream	524	LINC02875
chr17	59489233	59489277	45	*	X18795	388407	59489112	59490641	1530	+	0	inside	120	LINC02875
chr17	59528541	59528705	165	*	X18798	9496	59529779	59562471	32693	+	1073	upstream	1073	TBX4
chr17	59529711	59529800	90	*	X18799	9496	59529779	59562471	32693	+	0	overlapStart	0	TBX4
chr17	59940800	59940919	120	*	X18807	83990	59756547	59940920	184374	-	0	inside	0	BRIP1
chr17	60005330	60005434	105	*	X18809	57508	59942728	60005377	62650	-	0	overlapStart	0	INTS2
chr17	60142383	60142487	105	*	X18810	9969	60019966	60142643	122678	-	0	inside	155	MED13
chr17	60142647	60142709	63	*	X18811	9969	60019966	60142643	122678	-	3	upstream	3	MED13
chr17	60143397	60143501	105	*	X18812	9969	60019966	60142643	122678	-	753	upstream	753	MED13
chr17	60704795	60704989	195	*	X18816	9902	60704762	60770962	66201	+	0	inside	32	MRC2
chr17	60885459	60885593	135	*	X18827	162333	60778675	60885705	107031	-	0	inside	111	MARCHF10
chr17	61523490	61523579	90	*	X18832	1534	61509665	61523722	14058	-	0	inside	142	CYB561
chr17	61524060	61524179	120	*	X18833	1534	61509665	61523722	14058	-	337	upstream	337	CYB561
chr17	61553009	61553128	120	*	X18834	1636	61554422	61599203	44782	+	1293	upstream	1293	ACE
chr17	61553174	61553398	225	*	X18835	1636	61554422	61599203	44782	+	1023	upstream	1023	ACE
chr17	61553729	61553953	225	*	X18836	1636	61554422	61599203	44782	+	468	upstream	468	ACE
chr17	61554719	61554855	137	*	X18837	1636	61554422	61599203	44782	+	0	inside	296	ACE
chr17	61600286	61600309	24	*	X18839	81033	61600695	61626338	25644	+	385	upstream	385	KCNH6
chr17	61600842	61600991	150	*	X18840	81033	61600695	61626338	25644	+	0	inside	146	KCNH6
chr17	61627263	61627397	135	*	X18843	10238	61627796	61671642	43847	+	398	upstream	398	DCAF7
chr17	61678438	61678587	150	*	X18845	51204	61678231	61685725	7495	+	0	inside	206	TACO1
chr17	61699688	61700062	375	*	X18846	4215	61699775	61773670	73896	+	0	overlapStart	0	MAP3K3
chr17	61775616	61775750	135	*	X18847	729683	61777698	61780045	2348	+	1947	upstream	1947	LOC729683
chr17	61776111	61776215	105	*	X18848	729683	61777698	61780045	2348	+	1482	upstream	1482	LOC729683
chr17	61776781	61776885	105	*	X18849	729683	61777698	61780045	2348	+	812	upstream	812	LOC729683
chr17	61777051	61777185	135	*	X18850	729683	61777698	61780045	2348	+	512	upstream	512	LOC729683
chr17	61777276	61777365	90	*	X18851	729683	61777698	61780045	2348	+	332	upstream	332	LOC729683
chr17	61777426	61777488	63	*	X18852	729683	61777698	61780045	2348	+	209	upstream	209	LOC729683
chr17	61779401	61779500	100	*	X18853	80774	61773249	61778045	4797	-	1355	upstream	1355	LIMD2
chr17	61819181	61819285	105	*	X18855	92335	61780192	61819330	39139	-	0	inside	44	STRADA
chr17	61851559	61851693	135	*	X18856	11325	61851567	61896677	45111	+	0	overlapStart	0	DDX42
chr17	61851559	61851693	135	*	X18856	57003	61822610	61851088	28479	-	470	upstream	470	CCDC47
chr17	61851874	61851978	105	*	X18857	57003	61822610	61851088	28479	-	785	upstream	785	CCDC47
chr17	61852819	61852923	105	*	X18858	57003	61822610	61851088	28479	-	1730	upstream	1730	CCDC47
chr17	61904954	61905043	90	*	X18859	5705	61904770	61909387	4618	+	0	inside	183	PSMC5
chr17	61904954	61905043	90	*	X18859	117246	61896793	61905031	8239	-	0	overlapStart	0	FTSJ3
chr17	61905299	61905433	135	*	X18860	117246	61896793	61905031	8239	-	267	upstream	267	FTSJ3
chr17	61920243	61920392	150	*	X18866	6603	61909441	61920351	10911	-	0	overlapStart	0	SMARCD2
chr17	62075624	62075773	150	*	X18873	92340	62075711	62081644	5934	+	0	overlapStart	0	PRR29
chr17	62075834	62076197	364	*	X18874	92340	62075711	62081644	5934	+	0	inside	122	PRR29
chr17	62097892	62098071	180	*	X18876	3384	62079955	62097994	18040	-	0	overlapStart	0	ICAM2
chr17	62207553	62207777	225	*	X18877	2081	62120390	62207502	87113	-	50	upstream	50	ERN1
chr17	62207853	62207957	105	*	X18878	2081	62120390	62207502	87113	-	350	upstream	350	ERN1
chr17	62340326	62340505	180	*	X18879	55852	62224795	62340653	115859	-	0	inside	147	TEX2
chr17	62340566	62340670	105	*	X18880	55852	62224795	62340653	115859	-	0	overlapStart	0	TEX2
chr17	62341631	62341765	135	*	X18881	55852	62224795	62340653	115859	-	977	upstream	977	TEX2
chr17	62341811	62341900	90	*	X18882	55852	62224795	62340653	115859	-	1157	upstream	1157	TEX2
chr17	62493212	62493301	90	*	X18884	11232	62473902	62493184	19283	-	27	upstream	27	POLG2
chr17	62501852	62501986	135	*	X18885	90799	62503158	62534062	30905	+	1171	upstream	1171	CEP95
